y0 22807,237|48105,14129
yizchok 32550,10524
yizhak 37185,7301
yizhou 34942,3404
yizkor 23980,24747|24613,1496|26757,2155|27696,595|29522,8115|29522,9077|32854,1022|35826,45958|35826,48936|35826,74354|36254,15897|36254,23525|36254,24357|36254,66979|36401,1795|36806,2961|40870,5839|44848,336|44848,603|44848,716|44848,975|44848,1615|47468,2186|49063,8|49968,859631|49968,859638|49968,859647|50835,894|53075,1690
yj 22807,2399|23953,1933|23953,1973|23953,2137|23953,2857|23953,4661|23953,4768|23953,5167|23953,5256|23953,5573|48098,2298
yjak 39453,79864
yjjvhnil8p2ooosaxbnki 34149,57946
yjolt 41621,6610
yk 39453,14043|39453,14699|39453,58965|39453,60756|39453,66640|39453,137578|45852,8612|45852,12331
ykaire_jazzcat 24889,90|24889,195|25133,90|25133,195|26120,2186|28694,2186|30887,98|30887,211|33284,2208|33877,2186|34251,87|34251,189|34361,101|34361,217|34812,87|34812,189|35935,2192|35960,87|35960,189|36453,2192|36981,98|36981,211|38619,2208|39399,90|39399,195|40659,2186|41031,87|41031,189|42935,87|42935,189|43748,1671|46365,2186|46718,2186|50985,87|50985,189|51932,2192|52017,2214
ykaire_kaire_ykaire_jazzcat 40344,3515
ykan 38385,645
ykeypoint 41147,6004|49910,7500
yko 39453,83052|39453,154398
ykowski 39453,65380|39453,76661
yksbe 47186,2983
yl 25932,78813|27148,2231|27148,2287|27148,2343|29452,1692|29452,1728|29452,1775|37701,1834|37701,1873|37701,1951
yla 23374,40639|23374,40752
ylab 21934,1292|21934,2714|25890,1051|25890,1639|25890,2446|25890,3438|25890,3615|25890,9342|29151,1262|29151,2572|29151,3292|29931,600|29931,664|29931,3225|29931,3679|29931,4139|31216,1438|37524,1291|37524,2589|37524,3144|39521,384|39521,562|39521,754|39521,1431|39521,2091|39521,2511|39521,2731|39521,2951|39521,3171|39782,230|39782,532|39782,817|39782,1102|39782,1533|39782,1816|39782,2359|39963,3195|39963,6056|39963,6303|39963,6555|39963,6815|39963,7168|39963,7428|39963,16214|45638,1284|45638,1725|48462,195|51541,1978|51541,2118|51541,2521|51541,2735|51541,3554|51541,3949|51541,4360|51541,4672|51629,401|51629,666|51629,919|51629,1298|51629,1668|51629,1835|51629,2744|51629,2933|51629,3973|51629,4399|51629,4819|53054,2893|53054,3359|53054,3870|53054,4071|53054,4178|53054,4557
ylabel 32402,4434|37043,2504|37043,3427|41385,3645|53598,2669|53598,2836|53598,3011
ylan 42257,360
yldwlmfdnk9a3nomrlmtne3ymze9nvc4eiwslybnqleo 34149,96960
ylee 29742,34714
ylem 49968,3907205|49968,3907210|49968,3907217
ylglhewlevyj2 34149,87672
ylim 21934,1217|21934,2635|25890,2479|25890,9388|27148,2282|29452,1723|29931,3247|29931,3704|29931,4163|37524,2612|37524,3168|37701,1868|37701,2433|39521,582|39521,1048|39521,2546|39521,2766|39521,2986|39521,3206|39782,276|39782,575|39782,860|39782,1145|41385,3678|45638,1337|45638,1689|51541,2323|51541,2374|51541,2565|51541,2787|51541,3577|51629,409|51629,1330|51629,1698|51629,1864|53054,2901|53054,3367|53054,4569
ylixj7ep5j 44336,12342|44336,12733
ylke 49968,3907223|49968,3907228
ylla 49968,859655|49968,859660
ylqbammhi 46265,5996|46265,8987|46265,10439
ylva 48511,4129
ylwiscwja1br5tgmt 34149,60368
ylwqg0cby5q 28248,33160|28248,34639
ymajorgrid 24978,2316|24978,2685|24978,2930|30796,2316|30796,2685|30796,2930|34645,2316|34645,2685|34645,2930
ymath 43685,4223
ymax 28863,2674|28863,5012|41216,4224|42271,1049
ymca 49968,856532
ymgjavek96dril8hr2rianbljvendzp1qty68 34149,67664
ymha 49968,856537
ymin 28863,2662|28863,5002|28863,5088|42271,1039
ymir 49968,859667|49968,859672
ymmv 49968,856542
ymodem 38157,1020
ymoi2ypjjsbnm1yhyxexgop2ymkudirmkha 34149,68926
ymonmmhhec62jiw6 34149,67051
ymqvt 35027,1750
ymwkbnbrfxqi 35818,1818
yn 39453,15345|44393,19593|44393,19751|45425,213389
yna 39453,105873|39453,106462|39453,106492|39453,106545|39453,107022|39453,107192|39453,107758|39453,112265|39453,112524|39453,112682|39453,113066|39453,113780|39453,113985|39453,115452|39453,115667|39453,116579|39453,116807|39453,116978|39453,117707|39453,119094|39453,120060|39453,121000|39453,121095|39453,121657|39453,122532|39453,122732|39453,122926|39453,122942|39453,124328|39453,124501|39453,124804|39453,125197|39453,125820|39453,125836|39453,127802|39453,130625|39453,130741|39453,132436|39453,133312|39453,133386|39453,134156|39453,134499|39453,136061|39453,137041|39453,140101|39453,141601|39453,142461|39453,142493|39453,142932|39453,144299|39453,144502|39453,145423|39453,148088|39453,148384|39453,148774|39453,150901|39453,153851|39453,154575
ynambu 49968,3907234|49968,3907241
yndjyq78dq6kj 27644,1139|42542,1139
yndsb 34149,23362
yne 49968,859679|49968,859684
ynet 23532,23693
ynez 49968,859691|49968,859696
yngvi 22992,2753
yngwie 25276,3583557|42196,2461034
ynnik 33463,20951|33463,20973
ynot 41216,6366|41216,6612|41216,6698|41216,6759
yns3xqcba2te0jarkvlk8xyg3nf2ybp77x3j7btsrivikolii 34149,94927
yo 23804,28|25276,181269|25276,181272|25276,313568|25276,313571|25276,1465243|25276,3583700|25276,3583703|25276,3583857|25276,3583860|25276,3584015|25276,3584018|27885,7|27885,98|39963,8232|39963,9618|40524,2918|41777,102|42161,2475|42161,3972|42196,7112|42196,12451|42196,12454|42196,24389|42196,24392|42196,25228|42196,25231|42196,84244|42196,84247|42196,2985566|42196,2985569|48694,90|52762,2032
yoachim 23119,2467|28977,54757
yoad 22463,2604
yoakum 49968,859703|49968,859710
yoanda 43714,14983
yoasi 34530,1993
yoav 24325,5960|28704,2457|30625,2044|40511,106
yob 49968,3907249|49968,3907320
yobberi 49968,3907255|49968,3907265
yobbish 49968,3907273
yobbishli 49968,3907281
yobbism 49968,3907291
yobbo 49968,3907299|49968,3907305|49968,3907313
yobico 26355,4074
yobiko 26355,3801|26355,3917|26355,4032
yocca 26347,7390|29691,55804|34488,4561|35644,47200|44313,1452|44313,1980|52826,1930|53231,1930
yocelyn 39855,3972|46323,4260
yoch 45504,1381
yochanan 25098,3727|28066,2211|28066,3517|28066,9064|34192,725
yochanon 28977,3339|35826,85601|35826,85771|35826,85978|42294,3431
yochev 23119,1942|23119,5480|23801,6997|23801,7255|24113,4514|24113,9323|24113,9586|24113,9785|24113,10132|24113,11503|24113,23733|27173,1629|27173,2667|27173,26386|27173,27739|27173,60381|28965,605|28977,8330|28977,12476|28977,17253|28977,18669|28977,46664|28977,65740|28977,66945|28977,93134|28977,94678|28977,131801|29275,2|29275,23|30407,2763|31372,2021|31372,2185|32854,7376|33789,7099|35826,8992|35826,10137|35826,25943|35826,26017|35826,26034|35826,26291|35826,26621|35826,31948|35826,31965|35826,32222|35826,32532|35826,38567|35826,38584|35826,38968|35826,39617|35826,77692|35826,77801|35826,78062|36516,422|36516,1644|37185,7217|37185,7442|43837,2|43837,23|44026,25631|44655,443|44655,556|44667,15952|44667,16339|44667,16499|46034,2323|47850,14101|47911,1924|48148,23682|48226,10430|48226,11338|48226,12713|48226,14872|48226,15019|49319,30122|49319,30703|50074,910|50074,1254|50074,1569|50074,2892|50074,3721|53412,8071
yocheved5 35826,31722|35826,38405
yochevet 36873,209
yochi 37005,2853
yochv 27173,5895|27173,57522|28977,70674|28977,128395
yock 49968,3907325|49968,3907330|49968,3907337|49968,3907345
yod 49968,3907351|49968,3907490
yoda 27043,136227|49968,859719|49968,859724
yode 46639,737518|49968,3907357
yodel 25276,1855874|42196,3277555|49968,3907362|49968,3907368|49968,3907376|49968,3907384|49968,3907394|49968,3907403|49968,3907412
yoder 33257,20642|46324,37460
yodh 49968,3907419|49968,3907424
yodl 49968,3907430|49968,3907436|49968,3907444|49968,3907475|49968,3907482
yodler 49968,3907451|49968,3907458|49968,3907467
yodovnik 23119,5760
yoel 23801,10123|24113,8275|24113,16754|28977,15705|28977,26646|28977,55168|33888,11913|34539,17303|34539,17467|34539,42567|35826,36393|36254,11518|37222,7070|38012,165|38713,1546|40346,13006|44026,21646|44384,1546|47850,13803|47850,14642|47850,45812|47850,46275|48226,5585|51466,16801|51563,9876|52613,29676
yoel6 35826,52372
yoela 26378,9597
yoeli 38432,109381
yoell 22685,7377
yoffa 32392,5940|32392,6004|32392,6065
yoffi 35973,11255|35973,14692
yoga 20332,2133|20333,34|20333,803|20333,926|20333,1128|20333,1181|20333,1226|20333,1291|20409,2820|20409,2914|20409,3116|20552,34|20552,803|20552,926|20552,1128|20552,1181|20552,1226|20552,1291|20596,1709|20780,1709|20845,34|20845,803|20845,926|20845,1128|20845,1181|20845,1226|20845,1291|20848,2133|20959,2811|20959,2905|20959,3107|21041,34|21041,803|21041,926|21041,1128|21041,1181|21041,1226|21041,1291|21097,34|21097,803|21097,926|21097,1128|21097,1181|21097,1226|21097,1291|25276,40331|25276,40343|25276,40364|25276,40782|25276,40917|25276,239802|25276,239957|25276,365169|25276,717625|25276,760531|25276,760948|25276,760966|25276,760983|25276,779079|25276,847264|25276,1000264|25276,1073016|25276,1180881|25276,1181025|25276,1434220|25276,1434374|25276,1607780|25276,1610828|25276,1616246|25276,1616266|25276,1616405|25276,1616411|25276,1759503|25276,1761333|25276,1761495|25276,1763248|25276,1823183|25276,1823450|25276,1825199|25276,1993872|25276,1993883|25276,1993901|25276,2084482|25276,2096993|25276,2162482|25276,2162639|25276,2162758|25276,2162879|25276,2204313|25276,2329686|25276,2558883|25276,2562108|25276,2562126|25276,2562251|25276,2562400|25276,2562583|25276,2562616|25276,2562744|25276,2562874|25276,2566048|25276,2567696|25276,2614314|25276,2676369|25276,2786520|25276,2786695|25276,2786877|25276,2787056|25276,2787235|25276,3070383|25276,3070399|25276,3105154|25276,3126051|25276,3278338|25276,3278903|25276,3280127|25276,3584173|25276,3584311|25276,3584445|25276,3584576|25276,3584589|25276,3584711|25276,3584862|25276,3585013|25276,3585161|25276,3585179|25276,3585299|25276,3585335|25276,3585456|25276,3585484|25276,3585607|25276,3585739|25276,3585877|25276,3586013|25276,3586149|25276,3586283|25276,3586430|25276,3586449|25276,3586572|25276,3586713|25276,3586851|25276,3586991|25276,3587131|25276,3587296|25276,3587434|25276,3587590|25276,3587612|25276,3587734|25276,3587749|25276,3587891|25276,3587906|25276,3588065|25276,3588079|25276,3588216|25276,3588232|25276,3588353|25276,3588377|25276,3588408|25276,3588534|25276,3588677|26583,902|26662,6207|29722,902|35032,3717|40280,10|40280,43|40280,148|42196,30910|42196,61086|42196,62473|42196,114997|42196,134367|42196,134496|42196,134529|42196,169730|42196,183312|42196,188378|42196,317223|42196,317238|42196,426917|42196,536646|42196,536664|42196,546433|42196,547163|42196,614884|42196,624717|42196,624732|42196,639308|42196,688763|42196,697112|42196,716179|42196,772233|42196,840181|42196,892116|42196,898465|42196,898484|42196,924614|42196,925393|42196,934882|42196,966924|42196,966937|42196,1031638|42196,1080024|42196,1089035|42196,1138359|42196,1258982|42196,1265769|42196,1274978|42196,1331284|42196,1334446|42196,1339534|42196,1362121|42196,1362137|42196,1447729|42196,1574133|42196,1589935|42196,1590075|42196,1591500|42196,1663346|42196,1666071|42196,1726571|42196,1738021|42196,1899972|42196,1956230|42196,1990172|42196,2053481|42196,2053493|42196,2053514|42196,2056783|42196,2108735|42196,2108749|42196,2125320|42196,2163751|42196,2181560|42196,2220559|42196,2284020|42196,2368643|42196,2368654|42196,2368672|42196,2414385|42196,2414403|42196,2424519|42196,2446134|42196,2581457|42196,2712745|42196,2713340|42196,2713368|42196,2713660|42196,2796335|42196,2796466|42196,2797527|42196,2798759|42196,2912149|42196,3003241|42196,3003265|42196,3003296|42196,3004278|42196,3004314|42196,3030725|42196,3036756|42196,3079688|42196,3079708|42196,3153827|42196,3153845|42196,3153862|42196,3166897|42196,3222749|42196,3222765|42196,3266666|42196,3273305|42196,3346608|42196,3369741|42196,3370252|42196,3527105|42196,3527111|42196,3527256|42196,3528435|42196,3528457|42196,3536036|42196,3599787|42196,3602204|42352,4843|45565,4316|47383,117|47625,10625|49796,36|49968,859731|49968,859736|49968,859743|49968,3907495|49968,3907500|49968,3907507|50321,10|50321,42|50321,129|50321,153|50396,10|50396,126|50396,149|51071,7315
yoge 49968,3907513|49968,3907519
yogesh 34942,6934
yogh 49968,3907526|49968,3907531|49968,3907538
yoghurt 49968,3907544
yogi 47625,10630|49968,859749|49968,859760|49968,3907554|49968,3907559|49968,3907596
yogic 49968,859754|49968,3907566
yogini 49968,3907572|49968,3907579|49968,3907588
yogism 49968,3907602|49968,3907609
yogo 25276,1761651|42196,3084978
yogurt 49968,3907617|49968,3907624|49968,3907633
yogurtland 20339,1108|20343,1108|20381,1245|20414,1127|20453,1217|20526,1090|20628,1194|20704,1121|20725,1239|20726,1111|20737,1143|20836,1197|21001,1184|21064,1203|21106,1135|21115,1155
yohei 33830,6885|33830,7217|37522,6885|37522,7217|43472,11259|43472,11342
yohev 36000,6256
yohimb 49968,3907641|49968,3907649
yohimbin 49968,3907658|49968,3907668|49968,3907680
yohko 25276,862751|25276,862894|42196,3306202|42196,3306345
yoho 22836,1078|39350,193|49968,859766|49968,859771|49968,3907691
yoichi 33745,626|42056,626|44810,23043
yoick 49968,3907696|49968,3907702|49968,3907710|49968,3907719
yoicks 49968,3907726|49968,3907735|49968,3907744
yoineh 45699,90376
yoizef 31243,474|45699,7030
yojan 49968,3907754|49968,3907775
yojana 49968,3907760|49968,3907767
yojimbo 25276,3588821|42196,2090939
yok 49968,3907915|49968,3907922|49968,3907949
yoke 31692,10275|47625,10635|49968,3907782|49968,3907787|49968,3907794|49968,3907894|49968,3907900|49968,3907907|52692,2797|54674,4305|54688,4305
yokefellow 49968,3907800|49968,3907811|49968,3907824
yokel 49968,3907836|49968,3907842|49968,3907868
yokeless 49968,3907850
yokelish 49968,3907859
yokem 49968,3907875|49968,3907884
yokil 24113,23271|28977,45794|32854,6199|32854,6645|35826,77001|35826,77317
yoknapatawpha 49968,859778|49968,859792
yoko 25276,1697612|25276,3588945|26355,74|37678,501|42196,233326|42196,3335277|43918,4444|48913,403|49968,859808|49968,859813|49978,106
yokohama 23159,13684|23159,21346|23159,22686|24410,2671|25276,2149209|25276,3589072|39690,70299|41128,1234|42196,903514|42196,3020068|42352,5777|42766,540|42766,572|43472,110|44619,2671|44642,29397|44642,29463|48314,178876|48314,182586|48314,183193|49968,859820|49968,859829|51351,17084
yokokawa 33310,466
yokomori 30979,22276|45852,9784
yokosuka 49968,859840|49968,859849
yokota 23816,4817|32489,4938|44759,6020
yokoyama 49968,859860|49968,859869
yokozuna 49968,3907930|49968,3907939
yokum 49968,859880|49968,859886
yokut 25101,75|39241,24|49411,2|49411,89|49968,859894|49968,859901
yola 32854,4547
yolan 49968,859946|49968,859953
yoland 49968,859928|49968,859936
yolanda 25276,3589212|26438,7785|27353,3011|31541,305|32489,3287|32645,4787|40927,8335|42196,3412869|49968,859910|49968,859918|53491,535
yolanth 49968,859962|49968,859971
yoldr 49968,3907954|49968,3907963
yolk 47625,10640|49968,3907973|49968,3907978|49968,3907985|49968,3908009
yolki 49968,3908015
yolkier 49968,3907992
yolkiest 49968,3908000
yoll 27173,19068|28965,6639|28977,85151|50397,2707
yolnitza 27173,8425
yolo 30773,5512|30773,5921|30773,5953|39373,2041|43251,12340|43251,14475|49968,859982|49968,859987
yolobolo 46323,5387
yolyn 49968,859994|49968,860000
yom 24108,2708|27173,56720|27918,1672|28464,14442|28977,127451|29176,25933|30386,10777|34539,8904|34539,9172|34539,46839|35826,12207|36254,28875|36746,5096|36806,7358|38713,450|44026,10011|44041,6546|44384,450|45363,26261|45699,74556|45699,75685|46303,2708|46315,692975|46315,784088|46315,784538|49477,17128|49477,19188|53075,225
yoma 25276,432961|42196,2975702
yomi 35826,53827|38713,4573|44384,4573
yomim 49968,3908021
yomkmdhbyoaxaekut 34149,75172
yomp 49968,3908027|49968,3908032|49968,3908039|49968,3908047
yon 24843,760|27862,5822|30896,5822|43890,5822
yona 27182,27236|40346,13056|43714,19024|45699,67893|45699,68037|45699,68621|45699,68698|48226,19579|49968,860008|49968,860013|52129,513|53412,24873|53412,24994
yonah 44026,18488|44667,27496|46034,7646|49968,860020|49968,860026
yonasan 47303,4283
yonatan 25609,34151|49968,860034|49968,860042
yonathan 37606,12051|51268,37692
yoncalla 49968,860052|49968,860061
yond 29120,42939|46639,689567|47625,10645|49968,3908053
yonder 46639,281018|49968,3908058
yong 21192,779|21192,7026|21192,7729|21192,8045|21192,8205|21192,8389|21192,8586|21192,8783|21192,9018|21192,9275|21192,9457|21192,9928|21192,10165|21192,10415|21192,10683|21192,10774|21192,11029|21192,11312|21192,11548|21192,12243|21192,12507|21204,1780|21204,2188|21204,2373|21209,749|21209,7245|21209,7948|21209,8264|21209,8424|21209,8608|21209,8805|21209,9002|21209,9237|21209,9494|21209,9676|21209,10147|21209,10384|21209,10634|21209,10902|21209,10993|21209,11249|21209,11532|21209,11769|21209,12463|21209,12727|21210,749|21210,7245|21210,7948|21210,8264|21210,8424|21210,8608|21210,8805|21210,9002|21210,9237|21210,9494|21210,9676|21210,10147|21210,10384|21210,10634|21210,10902|21210,10993|21210,11249|21210,11532|21210,11769|21210,12463|21210,12727|21211,749|21211,7245|21211,7948|21211,8264|21211,8424|21211,8608|21211,8805|21211,9002|21211,9237|21211,9494|21211,9676|21211,10147|21211,10384|21211,10634|21211,10902|21211,10993|21211,11249|21211,11532|21211,11769|21211,12463|21211,12727|21302,1642|21365,1642|21701,3521|22488,18742|22621,4490|24283,132|26166,4945|27428,4622|29273,1447|30304,22723|33232,480|36483,6152|39989,154|40306,627|43252,2603|45603,11640|45788,2|45788,1359|45788,1420|45788,2307|47656,6235|47656,6345|47662,4945|48098,327|48272,101|48722,11640|49432,6235|49432,6345|49968,860072|49968,860077|52864,18943|52996,240|53171,305|53852,5971|54547,5971|54784,4058|55230,4058
yongda 49289,1611
yonghe 29548,712
yonghua 21205,6627|21205,7303
yongin 40306,742
yongji 32095,479|37083,13286|48074,14643|48074,15170|48074,15445|52298,13286|53140,13286
yongjun 34942,10912
yongkang 40124,3886
yongm 35818,10600
yongpradit 41573,3027|54248,4494|54293,4494
yongwei 25739,2873|25739,13141
yongxu 29639,4106
yongz 52529,19130
yoni 22601,1566|24862,5577|25457,27640|31243,10198|31243,11981|31243,12911|32224,4108|40911,4707|47468,16541|49968,3908065|49968,3908070|49968,3908083
yonic 49968,3908077
yonina 49968,860084|49968,860091
yonit 37899,5621|49968,860100|49968,860106
yonita 49968,860114|49968,860121
yonk 49968,3908104
yonker 23478,16486|25276,1975027|25732,16255|27353,7276|27353,7551|28872,19851|28876,3644|30333,1228|30333,2537|30333,2702|31325,5987|31325,6100|31325,6840|32136,2306|32136,3462|32136,3678|32136,3746|33114,8195|35035,9342|35639,2738|40653,20695|41196,13729|41196,13813|42196,1161701|45271,10802|45271,10826|45271,10968|45271,11052|45271,11074|45271,11157|45271,11273|45271,11940|47398,16961|47961,12128|48314,35252|49014,2957|49014,3033|49968,860130|49968,860138|49968,3908089|49968,3908096
yonn 49968,860148|49968,860154
yonna 26788,14111
yonofski 51319,3837
yonsei 22848,3603|25417,348|25417,410|27428,3781|35414,3603|41379,493|45844,348|45844,410|47685,1064|48272,2526
yont 49968,3908110
yonu 47911,6502|48369,5711|48369,7298
yoo 34399,4939|34942,15487|44452,6904|49968,860162|54023,15342|54678,6396|54842,15342|54901,6396
yoof 49968,3908115
yook 34363,27|41787,65|45133,2|45133,85
yooltriedtomak 52529,12038
yoomi 34942,7478
yoon 22636,62|23298,5965|25739,1923|25739,9045|25739,12217|25739,13645|25739,17992|25739,18204|27396,21|27428,2795|29273,6638|34942,15500|37655,252|41419,1135|44242,4550|47266,74|47496,2|47496,77|50250,1068|52198,420|52198,610|52864,19607
yoon2 50250,146
yoong 49968,860168|49968,860174
yooni 25669,11522|45425,14235|45425,15633|45425,24071|45425,90811|45425,344077|45425,345209
yoonkyung 36779,7256
yoop 49968,3908120|49968,3908125
yooper 49968,860182|49968,860189
yopper 49968,3908131|49968,3908138
yopur 46639,693091
yor 28621,9353|32149,9353|44026,11959|53120,4266
yora 53314,10804
yoram 31067,36031|31402,9274|31402,9291|32854,6107|47568,8953
yorba 22842,1938|23481,5384|24543,1422|24543,1828|39195,6071|46055,2309|52605,7108|52605,7194|53931,5515|54532,3434|54641,33|54641,2953|54797,4949|54812,33|54812,2953|54924,3915|54964,3915|55004,5515|55092,3878|55202,3434|55226,3878
yordan 49968,860197|49968,860204
yore 47625,10650|49968,3908146|49968,3908151|49968,3908158
yorga 25276,734007|42196,1042135
yorgen 49968,860213|49968,860220
yorgo 49968,860229|49968,860235|49968,860243
yori 25276,78221|25276,78373|25276,78524|42196,1434799|42196,1618433|42196,1637309
yorick 28358,18369|29792,13|29792,93|37453,98|45425,275527|45425,275540|45425,275558|45425,276223|45425,276325|45425,276429|48706,31|49968,860250|49968,860257
